,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,1,51.87,,,1,51.87,,,,,1,,,,51.87,,,,,,,,4,207.47,,,,,2,103.73,,,,,1,51.87,,,,,,,1,51.87,,,,,1,51.87,,,,,,,,,,,,,,,,,,,,
,,,,70~74,2,136.15,,,2,136.15,,,,,1,,,,68.07,,,,,,,,2,136.15,,,,,1,68.07,,,1,68.07,,,,,,,1,68.07,1,68.07,1,68.07,,,,,1,68.07,1,68.07,,,,,,,,,,,,,,,,
,,,,75~79,,,,,1,101.73,,,,,,,,,,,,2,203.46,,,,1,101.73,2,203.46,,,1,101.73,,,2,203.46,,,,,,,,,1,101.73,,,,,1,101.73,,,,,,,,,1,101.73,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,1,183.82,,,,,,,,1,183.82,,,,,,,,,,,,,,,1,183.82,,,,,,,,,,,,,,,1,183.82,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,,,,,,,,1,307.69,,,1,307.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣女性每10萬人口年齡別發生率，1999年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,女性乳房,,子宮頸,,子宮體,,不明原發部位,,主唾液腺,,,,,甲狀腺,,白血病,,皮膚,,,卵巢、輸卵管及寬韌帶,,肝及肝內膽管,,其他女性生殖器官,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,後腹膜腔及腹膜,,胃,,胰,,淋巴結,,造血系統及網狀內皮系統,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎盂及其他泌尿系統,,腦,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,膽囊及肝外膽管,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,
,,,,10~14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,25.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,,,,,,,,,,,,,,,1,12.03,1,12.03,,,,,,,,,,,,,,,,,,,,,,,,,,,1,12.03,,,,,,,,,,,,,,,,
,,,,25~29,,,,,2,22.30,,,,,,,,,,1,11.15,,,,,,,,,,,,,,1,11.15,,,,,,,,,,,,,,,1,11.15,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,2,18.26,,,,,,,,,,,,3,27.39,,,2,,18.26,,,2,18.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,18.26,,,,,,,,,,,,
,,,,35~39,1,9.00,2,17.99,5,44.98,,,,,,,,,,,,,,,,,,,,,,,,,1,9.00,1,9.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,9,95.17,10,105.74,,,,,,,,,,2,21.15,,,1,,10.57,2,21.15,,,,,1,10.57,1,10.57,,,,,1,10.57,,,1,10.57,1,10.57,,,,,,,1,10.57,,,1,10.57,1,10.57,,,,,,,,,,,,
,,,,45~49,1,13.42,6,80.55,3,40.27,1,13.42,,,,,,,,,,1,13.42,,,,1,13.42,2,26.85,,,,,3,40.27,1,13.42,,,,,,,,,,,,,,,1,13.42,,,,,1,13.42,,,2,26.85,1,13.42,,,,,,,,
,,,,50~54,1,22.33,7,156.28,4,89.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,22.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,1,27.73,2,55.46,1,27.73,,,,,,,,,,,,,,,,,2,55.46,,,1,27.73,1,27.73,2,55.46,,,,,2,55.46,1,27.73,,,1,27.73,2,55.46,,,2,55.46,,,2,55.46,1,27.73,,,,,,,,,,,,
,,,,60~64,2,72.89,4,145.77,1,36.44,3,109.33,,,,,,,,,,,,,,,2,72.89,1,36.44,1,36.44,,,,,2,72.89,,,,,1,36.44,1,36.44,,,,,1,36.44,,,1,36.44,1,36.44,,,,,,,,,,,,,,,,
,,,,65~69,,,2,101.94,1,50.97,,,,,,,,,,,,1,50.97,,,,,,1,50.97,1,50.97,1,50.97,1,50.97,3,152.91,,,,,,,,,,,,,5,254.84,,,1,50.97,,,,,,,,,,,,,,,,,,
,,,,70~74,,,1,63.98,,,,,1,63.98,,,,,,1,63.98,,,,,,,,3,191.94,,,2,127.96,1,63.98,5,319.90,,,,,,,,,,,,,1,63.98,,,,,,,,,,,,,1,63.98,,,,,,,,
,,,,75~79,,,,,2,195.31,,,,,,,,,,,,1,97.66,2,,195.31,,,1,97.66,,,,,,,,,,,,,1,97.66,,,,,,,2,195.31,,,1,97.66,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,1,172.12,1,,,,172.12,,,,,,,,,,1,172.12,,,,,,,,,,,,,3,516.35,,,,,,,2,344.23,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,1,280.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,280.90,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣女性每10萬人口年齡別發生率，2000年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,女性乳房,,子宮頸,,子宮體,,小腸,,不明原發部位,,,,,主唾液腺,,甲狀腺,,白血病,,,皮膚,,卵巢、輸卵管及寬韌帶,,肝及肝內膽管,,其他內分泌腺,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,胃,,食道,,胰,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,腎盂及其他泌尿系統,,腦,,鼻咽,,鼻腔、中耳及副鼻竇,,膽囊及肝外膽管,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,
,,,,15~19,,,,,,,,,,,,,,,,,,,,,,,,,1,11.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,1,11.49,,,,,,,,,,,,,,,,,,,,,1,11.49,,,,,,,,,,,,,,,,,,,,,1,11.49,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,1,11.29,,,,,,,,,,,,,,1,11.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,11.29,,,,,,,,,,,,,,,,
,,,,30~34,,,4,36.07,2,18.03,,,,,,,,,,,,1,9.02,,,,,,,,,,,,,,,,2,18.03,,,,,,,,,,,1,9.02,,,,,,,1,9.02,,,,,,,,,,,,,,
,,,,35~39,,,7,61.45,2,17.56,,,,,,,,,,,,,,,,,1,8.78,1,8.78,,,,,,,1,8.78,,,1,8.78,1,8.78,,,,,1,8.78,1,8.78,1,8.78,,,,,1,8.78,,,,,,,,,,,,,,
,,,,40~44,,,7,70.86,4,40.49,,,,,,,,,,,,1,10.12,1,,10.12,,,,,1,10.12,,,,,1,10.12,,,,,1,10.12,1,10.12,,,,,,,,,,,1,10.12,,,,,,,,,,,,,,,,
,,,,45~49,1,12.46,5,62.32,4,49.86,,,,,,,,,,1,12.46,,,,,,,,2,24.93,2,24.93,1,12.46,,,2,24.93,1,12.46,,,1,12.46,,,,,1,12.46,,,,,,,,,1,12.46,,,,,,,,,,,,,,
,,,,50~54,,,7,139.64,1,19.95,2,39.90,,,,,,,,,,,,,,,,,,,1,19.95,,,,,,,2,39.90,1,19.95,2,39.90,,,,,1,19.95,,,,,2,39.90,,,,,,,,,,,,,,,,,,
,,,,55~59,,,4,110.56,2,55.28,1,27.64,,,,,,,,,,,,,,,,,1,27.64,,,,,,,,,3,82.92,,,1,27.64,,,1,27.64,1,27.64,,,1,27.64,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,3,102.01,3,102.01,1,34.00,,,2,,,,68.00,,,,,,,,,,,,3,102.01,,,,,3,102.01,4,136.01,,,2,68.00,,,,,3,102.01,,,,,1,34.00,,,1,34.00,,,,,,,,,,,,,,
,,,,65~69,2,95.83,1,47.92,4,191.66,,,,,,,,,,,,,,,,,,,,,1,47.92,,,,,1,47.92,2,95.83,1,47.92,,,,,1,47.92,1,47.92,,,,,,,,,2,95.83,1,47.92,1,47.92,,,,,,,,,,
,,,,70~74,,,1,60.75,2,121.51,,,,,,,,,,,,,,,,,2,121.51,,,4,243.01,,,,,,,2,121.51,,,,,,,,,2,121.51,,,,,1,60.75,,,1,60.75,,,,,,,,,,,,,,
,,,,75~79,,,1,90.99,,,,,,,,,,,,,,,,,,,,,,,,,,,1,90.99,1,90.99,2,181.98,,,1,90.99,,,1,90.99,1,90.99,,,,,1,90.99,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,1,163.67,,,,,,,,,,,,,,,,,,,,,2,327.33,,,,,1,163.67,,,1,163.67,,,,,1,163.67,3,491.00,,,1,163.67,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,1,257.73,,,,,,,,,,,,,1,257.73,,,1,257.73,,,,,1,257.73,1,257.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣女性每10萬人口年齡別發生率，2001年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,女性乳房,,子宮頸,,子宮體,,不明原發部位,,主唾液腺,,,,,甲狀腺,,白血病,,皮膚,,,卵巢、輸卵管及寬韌帶,,肝及肝內膽管,,其他女性生殖器官,,其他神經系統,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,後腹膜腔及腹膜,,胃,,食道,,胰,,眼及淚腺,,造血系統及網狀內皮系統,,結直腸癌,,腎,,腎盂及其他泌尿系統,,腦,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,膽囊及肝外膽管,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,
,,,,0~4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,13.73,,,,,,,1,13.73,,,,,,,,,1,13.73,,,,,,,,,,,,,,
,,,,5~9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,21.70,,,1,10.85,,,,,,,,,,,,,,
,,,,10~14,,,,,,,,,,,,,,,,1,11.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,,,,,,,,,,2,23.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,11.71,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,,,,,,,,,,,,,,,1,11.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,2,21.85,,,,,,,,,,,,,,,,,,,1,10.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,1,9.01,3,27.02,2,18.01,2,18.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,10,85.79,1,8.58,2,17.16,,,1,,,,8.58,,,,,1,,8.58,3,25.74,,,,,,,,,,,,,,,2,17.16,,,,,,,,,,,,,,,2,17.16,,,,,,,,,,,,,,
,,,,40~44,,,10,97.46,3,29.24,1,9.75,,,,,,,,2,19.49,1,9.75,,,,,,,,,,,,2,19.49,1,9.75,,,,,,,,,,,,,,,2,19.49,,,,,,,,,1,9.75,,,,,,,,,,
,,,,45~49,,,13,152.98,6,70.60,1,11.77,1,11.77,,,,,,3,35.30,,,1,,11.77,2,23.53,4,47.07,,,,,2,23.53,,,1,11.77,,,,,,,,,,,,,1,11.77,,,,,1,11.77,1,11.77,,,,,,,,,,,,
,,,,50~54,,,5,85.97,3,51.58,,,,,1,,,,17.19,,,1,17.19,,,,3,51.58,,,,,,,1,17.19,1,17.19,,,,,,,,,,,,,,,1,17.19,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,7,189.45,2,54.13,2,54.13,1,27.06,,,,,,1,27.06,,,,,,1,27.06,3,81.19,,,1,27.06,,,2,54.13,1,27.06,,,,,,,,,,,,,2,54.13,1,27.06,,,,,,,,,,,,,,,,,,
,,,,60~64,,,2,62.99,2,62.99,1,31.50,,,,,,,,,,,,2,,62.99,,,3,94.49,,,,,,,2,62.99,,,,,,,,,1,31.50,,,,,1,31.50,1,31.50,1,31.50,,,1,31.50,1,31.50,1,31.50,,,,,,,,
,,,,65~69,,,4,179.69,2,89.85,,,,,,,,,,,,,,,,,1,44.92,5,224.62,1,44.92,,,3,134.77,2,89.85,1,44.92,,,,,1,44.92,,,,,1,44.92,,,,,2,89.85,,,,,,,,,1,44.92,,,,,,
,,,,70~74,,,1,59.42,,,,,,,,,,,,,,,,,,,,,4,237.67,1,59.42,,,3,178.25,3,178.25,,,,,,,,,,,,,,,4,237.67,,,,,,,1,59.42,,,,,1,59.42,,,,,,
,,,,75~79,,,2,170.79,2,170.79,,,2,170.79,,,,,,,,1,85.40,2,,170.79,,,2,170.79,2,170.79,,,,,4,341.59,,,,,2,170.79,,,,,,,,,2,170.79,,,2,170.79,,,3,256.19,,,,,,,,,,,,
,,,,80~84,,,2,295.86,1,147.93,,,,,,,,,,,,,,,,,,,,,,,,,2,295.86,2,295.86,,,,,1,147.93,,,,,,,,,1,147.93,,,2,295.86,,,,,,,,,1,147.93,,,,,,
,,,,85+,,,,,1,237.53,,,,,,,,,,,,,,,,,,,1,237.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣女性每10萬人口年齡別發生率，2002年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,女性乳房,,子宮頸,,子宮體,,小腸,,不明原發部位,,,,,甲狀腺,,白血病,,皮膚,,,卵巢、輸卵管及寬韌帶,,肝及肝內膽管,,其他女性生殖器官,,其他內分泌腺,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,後腹膜腔及腹膜,,胃,,胰,,眼及淚腺,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,腎盂及其他泌尿系統,,腦,,膀胱,,鼻咽,,膽囊及肝外膽管,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,
,,,,5~9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10.88,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,,,,,,,,,,1,12.11,1,,12.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,12.11,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,,,,,,,,,,,,,,,,,1,10.96,,,,,,,,,,,,,,,,,,,,,,,1,10.96,,,,,,,,,,,,,,,,,,,,
,,,,25~29,1,11.26,1,11.26,,,,,,,,,,,,2,22.52,,,,,,1,11.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,3,27.66,,,,,,,,,,,,2,18.44,,,,,,1,9.22,1,9.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,1,8.67,4,34.67,2,17.34,1,8.67,1,8.67,,,,,,1,8.67,,,,,,,,,,,,,,,,,,,,,,,,2,17.34,1,8.67,,,1,8.67,1,8.67,,,,,,,,,3,26.00,,,,,,,,,,
,,,,40~44,,,10,94.27,4,37.71,1,9.43,,,,,,,,2,18.85,1,9.43,,,,,,,,1,9.43,,,,,,,1,9.43,2,18.85,,,3,28.28,,,,,1,9.43,,,,,,,1,9.43,,,,,,,,,,,,,,
,,,,45~49,,,8,91.06,5,56.92,3,34.15,,,,,,,,2,22.77,1,11.38,1,,11.38,,,1,11.38,,,,,,,,,,,,,1,11.38,,,,,,,1,11.38,,,,,,,,,1,11.38,,,,,,,,,,,,
,,,,50~54,,,7,108.59,6,93.08,3,46.54,1,15.51,,,,,,,,1,15.51,1,,15.51,,,2,31.03,,,,,,,4,62.05,5,77.57,1,15.51,,,,,,,,,4,62.05,,,1,15.51,,,,,2,31.03,1,15.51,,,,,,,,,,
,,,,55~59,,,4,105.35,2,52.67,,,,,,,,,,2,52.67,1,26.34,1,,26.34,2,52.67,2,52.67,,,,,,,,,2,52.67,,,,,2,52.67,,,,,2,52.67,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,6,176.94,1,29.49,1,29.49,,,,,,,,1,29.49,,,1,,29.49,1,29.49,4,117.96,,,1,29.49,1,29.49,2,58.98,3,88.47,,,,,,,,,1,29.49,1,29.49,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,1,43.07,2,86.13,1,43.07,,,,,,,,,,,,1,43.07,,,,,,5,215.33,,,,,,,1,43.07,4,172.27,,,,,1,43.07,1,43.07,,,2,86.13,,,,,,,,,1,43.07,1,43.07,,,,,,,,,,
,,,,70~74,,,6,341.30,2,113.77,1,56.88,,,1,,,,56.88,,,1,56.88,,,,,,5,284.41,,,,,,,2,113.77,,,,,,,3,170.65,,,,,1,56.88,,,,,,,1,56.88,,,,,1,56.88,,,,,,,,
,,,,75~79,,,4,327.06,2,163.53,,,,,2,,,,163.53,1,81.77,1,81.77,,,,1,81.77,5,408.83,,,,,,,2,163.53,4,327.06,,,,,3,245.30,2,163.53,,,,,,,,,1,81.77,,,,,,,,,,,,,,,,
,,,,80~84,1,134.41,,,1,134.41,,,,,,,,,,,,,,,,,,,1,134.41,,,,,,,,,1,134.41,,,,,,,,,,,1,134.41,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,1,214.13,,,,,,,1,,,,214.13,,,1,214.13,1,,214.13,,,1,214.13,,,,,,,,,,,,,,,,,,,,,,,,,,,1,214.13,,,1,214.13,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣女性每10萬人口年齡別發生率，2003年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,女性乳房,,子宮頸,,子宮體,,小腸,,不明原發部位,,,,,甲狀腺,,白血病,,皮膚,,,何杰金氏淋巴瘤,,卵巢、輸卵管及寬韌帶,,肝及肝內膽管,,其他女性生殖器官,,其他內分泌腺,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,胃,,食道,,胰,,胸腺、心臟與中隔,,眼及淚腺,,結直腸癌,,腎,,腎盂及其他泌尿系統,,腦,,膀胱,,鼻咽,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,
,,,,5~9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,11.27,,,,,,,,,,,,,,,,,,,,,,
,,,,10~14,,,,,,,,,,,,,,,,,,,,,,,,,1,11.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,1,10.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10.85,,,,,,,,,,,,
,,,,25~29,,,1,10.95,,,,,,,,,,,,1,10.95,2,21.89,1,,10.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,1,9.47,,,3,28.41,,,,,,,,1,9.47,,,,,,,,,,,,,,,,1,9.47,,,,,,,,,,,,,,,1,9.47,2,18.94,,,,,,,,,,,,,,,,,,
,,,,35~39,,,3,25.74,1,8.58,,,,,,,,,,2,17.16,,,,,,,,,,,,,,,,1,8.58,,,1,8.58,,,,,1,8.58,,,,,,,,,1,8.58,,,,,,,,,,,,,,,,
,,,,40~44,,,10,91.09,3,27.33,,,,,,,,,,1,9.11,,,,,,1,9.11,2,18.22,,,,,1,9.11,1,9.11,2,18.22,1,9.11,,,,,,,1,9.11,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,16,173.18,5,54.12,2,21.65,,,,,,,,1,10.82,,,1,,10.82,,,1,10.82,,,,,,,,,5,54.12,1,10.82,,,,,,,,,,,,,,,,,,,,,1,10.82,,,,,,,,,,
,,,,50~54,,,6,84.69,3,42.34,1,14.11,,,1,,,,14.11,,,,,,,,,,1,14.11,3,42.34,,,,,2,28.23,,,,,2,28.23,,,,,,,,,2,28.23,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,6,147.13,3,73.57,2,49.04,,,,,,,,,,1,24.52,1,,24.52,,,2,49.04,1,24.52,,,,,2,49.04,2,49.04,,,,,,,1,24.52,,,,,2,49.04,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,5,140.33,2,56.13,3,84.20,,,,,,,,,,,,1,,28.07,,,,,3,84.20,,,,,2,56.13,2,56.13,1,28.07,,,1,28.07,1,28.07,,,,,5,140.33,,,,,1,28.07,,,,,,,,,,,,,,
,,,,65~69,1,41.12,2,82.24,4,164.47,2,82.24,,,,,,,,1,41.12,1,41.12,1,,41.12,,,,,2,82.24,,,,,1,41.12,,,2,82.24,1,41.12,,,1,41.12,,,,,4,164.47,,,1,41.12,1,41.12,1,41.12,,,,,,,,,,,,
,,,,70~74,,,3,166.67,4,222.22,,,,,,,,,,,,,,2,,111.11,,,1,55.56,5,277.78,,,,,2,111.11,2,111.11,,,1,55.56,,,1,55.56,,,,,3,166.67,1,55.56,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,1,76.75,,,,,,,,1,76.75,,,,,,1,76.75,,,,,,,2,153.49,,,1,76.75,3,230.24,,,,,,,,,2,153.49,,,1,76.75,,,2,153.49,,,,,,,,,,,,
,,,,80~84,,,,,1,128.21,,,,,,,,,,,,,,,,,,,,,1,128.21,,,,,1,128.21,2,256.41,,,,,,,,,,,,,1,128.21,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,1,194.17,1,194.17,,,,,,,,,,,,,,,,,1,194.17,1,194.17,1,194.17,,,,,,,,,3,582.52,,,1,194.17,,,,,,,,,1,194.17,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
