,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,主唾液腺,,甲狀腺,,白血病,,皮膚,,,,,何杰金氏淋巴瘤,,肝及肝內膽管,,其他內分泌腺,,其它淋巴瘤,,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,胃,,食道,,胰,,胸腺、心臟與中隔,,骨、關節及關節軟骨,,造血系統及網狀內皮系統,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎盂及其他泌尿系統,,腦,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,膽囊及肝外膽管,,攝護腺,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,
,,,,5~9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,15.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,10~14,,,,,,,,,1,15.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,,,1,,,,14.53,,,1,14.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,1,14.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,,,,,,,,2,32.37,,,,,,,,,,1,16.19,,,,,,,,,,,,,,,,,,,,,2,32.37,,,2,32.37,,,,,,,,,,,,,,
,,,,30~34,3,43.12,,,,,,,1,14.37,,,,,,1,14.37,1,14.37,,,,,,,,1,14.37,,,,,,,,,,,,,,,,,1,14.37,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,1,13.89,,,,,,,,,,,,,,,,2,27.79,,,,,,,,1,13.89,,,,,,,,,1,13.89,,,,,,,,,1,13.89,,,,,,,,,,,1,13.89,,,,,,,,,,
,,,,40~44,5,78.52,1,15.70,,,1,15.70,,,,,,,,,,3,47.11,,,,,,,,,,,,2,31.41,1,15.70,,,1,15.70,,,,,,,1,15.70,,,,,1,15.70,,,,,1,15.70,,,,,,,,,,,,
,,,,45~49,4,71.25,,,,,,,,,,,,,,,,4,71.25,,,1,,17.81,1,17.81,1,17.81,,,4,71.25,1,17.81,1,17.81,,,,,,,1,17.81,1,17.81,1,17.81,,,,,2,35.63,1,17.81,,,,,,,,,,,,,,
,,,,50~54,4,111.08,,,1,27.77,,,,,1,,,,27.77,,,3,83.31,1,27.77,,,,1,27.77,1,27.77,,,3,83.31,,,,,,,,,,,,,1,27.77,,,1,27.77,,,,,,,1,27.77,,,,,,,,,,,,
,,,,55~59,2,86.81,,,,,,,,,,,,,,,,6,260.42,,,,,,3,130.21,2,86.81,,,2,86.81,,,,,,,,,,,1,43.40,1,43.40,,,,,,,1,43.40,1,43.40,,,,,,,,,,,,,,
,,,,60~64,,,,,,,,,3,159.15,,,,,,,,6,318.30,,,,,,1,53.05,1,53.05,,,1,53.05,2,106.10,1,53.05,,,,,1,53.05,1,53.05,1,53.05,,,,,,,,,2,106.10,1,53.05,,,2,106.10,,,,,,,,
,,,,65~69,4,215.63,,,,,,,,,,,,,,,,2,107.82,,,1,,53.91,,,10,539.08,1,53.91,6,323.45,,,,,,,,,,,,,2,107.82,,,,,,,2,107.82,,,,,,,2,107.82,,,,,,,,
,,,,70~74,1,47.71,,,,,,,,,2,,,,95.42,,,5,238.55,,,1,,47.71,4,190.84,7,333.97,1,47.71,3,143.13,,,1,47.71,,,,,,,,,4,190.84,,,1,47.71,1,47.71,,,,,1,47.71,2,95.42,4,190.84,,,,,,,,
,,,,75~79,,,,,,,1,87.64,,,,,,,,,,3,262.93,,,,,,,,4,350.57,,,2,175.28,,,1,87.64,,,,,,,,,,,1,87.64,,,,,1,87.64,,,,,1,87.64,1,87.64,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,,,,,,,,1,295.86,2,591.72,,,,,,,1,295.86,,,,,,,,,,,,,,,,,1,295.86,,,,,,,1,295.86,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1351.35,,,,,,,,,,,1,675.68,,,,,,,,,1,675.68,,,,,,,1,675.68,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2001年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,白血病,,皮膚,,何杰金氏淋巴瘤,,,,,肝及肝內膽管,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,,非何杰金氏淋巴瘤,,胃,,食道,,骨、關節及關節軟骨,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,腎盂及其他泌尿系統,,睪丸,,腦,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,
,,,,0~4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,20.19,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,1,15.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,1,14.84,,,1,,,,14.84,,,1,14.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,1,15.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,1,14.82,,,,,,,,,,,,,,3,44.46,,,,,,,,,,1,14.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,3,42.23,2,28.15,,,,,,,,,,,,2,28.15,,,,,1,,14.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,6,92.52,,,,,,,,,,,,,,3,46.26,,,2,30.84,,,,,,,,1,15.42,,,,,1,15.42,,,,,,,,,,,,,2,30.84,,,,,,,,,,,,,,,,,,,,
,,,,45~49,4,70.65,,,,,,,,,,,,,,7,123.63,1,17.66,,,3,,52.98,,,,,1,17.66,,,,,,,,,,,,,,,,,,,1,17.66,,,,,,,,,,,,,,,,,,,,
,,,,50~54,6,142.96,,,1,23.83,,,2,47.65,,,,,,6,142.96,,,,,,,,,,1,23.83,,,1,23.83,,,,,,,,,,,,,1,23.83,1,23.83,1,23.83,,,,,,,,,,,,,,,,,,,,
,,,,55~59,1,43.33,,,,,,,,,,,,,,3,129.98,,,,,,,,,,1,43.33,1,43.33,,,,,,,,,,,,,,,,,,,1,43.33,,,,,1,43.33,,,,,,,,,,,,,,
,,,,60~64,6,308.32,,,,,,,,,,,,,,5,256.94,1,51.39,1,51.39,1,,51.39,1,51.39,,,,,,,,,1,51.39,1,51.39,1,51.39,1,51.39,,,,,2,102.77,,,,,,,1,51.39,,,,,,,,,,,,,,
,,,,65~69,3,174.32,,,,,,,,,,,,,,3,174.32,,,1,58.11,3,,174.32,1,58.11,1,58.11,,,,,,,3,174.32,,,1,58.11,1,58.11,,,,,1,58.11,1,58.11,1,58.11,1,58.11,3,174.32,,,,,,,,,,,,,,
,,,,70~74,,,,,,,1,46.10,,,,,,,,3,138.31,,,1,46.10,7,,322.73,1,46.10,5,230.52,1,46.10,,,2,92.21,2,92.21,,,,,,,,,,,5,230.52,,,,,,,6,276.63,,,,,,,,,,,,,,
,,,,75~79,,,,,1,66.71,,,1,66.71,,,,,,3,200.13,,,1,66.71,2,,133.42,,,,,1,66.71,,,,,1,66.71,,,1,66.71,,,,,,,1,66.71,,,,,,,3,200.13,,,,,,,,,,,,,,
,,,,80~84,,,,,1,195.31,,,,,,,,,,,,,,,,5,,976.56,,,1,195.31,,,,,,,2,390.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,,,3,,1898.73,,,1,632.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2002年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,甲狀腺,,白血病,,皮膚,,,,,肝及肝內膽管,,其他神經系統,,其它淋巴瘤,,直腸與肛門,,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,後腹膜腔及腹膜,,胃,,食道,,胰,,骨、關節及關節軟骨,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,腎盂及其他泌尿系統,,腦,,膀胱,,鼻咽,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,
,,,,5~9,,,,,,,,,1,15.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,,,,,,,,,,,,1,15.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,,,,,,,,,,,,,,,,,1,14.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,,,,,,,,,,,,,,,,,1,15.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,2,30.46,,,,,,,,,,,,,,2,30.46,1,15.23,,,,,,,,1,15.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,2,28.22,,,,,,,,,,,,,,3,42.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,28.22,,,,,,,,,,,,,,,,
,,,,40~44,7,104.96,,,1,14.99,1,14.99,,,1,,,,14.99,3,44.98,,,,,1,,14.99,,,,,,,,,1,14.99,,,,,,,,,,,1,14.99,1,14.99,,,,,3,44.98,,,,,,,,,,,,,,,,
,,,,45~49,6,103.61,,,,,,,1,17.27,,,,,,8,138.15,,,,,3,,51.80,,,1,17.27,,,1,17.27,2,34.54,,,,,,,1,17.27,,,,,,,,,2,34.54,2,34.54,,,1,17.27,,,,,,,,,,,,
,,,,50~54,3,65.62,,,1,21.87,1,21.87,1,21.87,1,,,,21.87,7,153.11,,,,,,,,1,21.87,,,,,2,43.74,1,21.87,1,21.87,,,,,1,21.87,,,,,,,,,,,1,21.87,,,,,,,,,,,,,,,,
,,,,55~59,6,246.10,,,1,41.02,,,,,2,,,,82.03,3,123.05,,,,,,,,1,41.02,,,1,41.02,2,82.03,,,,,,,,,2,82.03,,,,,,,,,2,82.03,,,1,41.02,,,,,,,,,,,,,,
,,,,60~64,2,98.04,,,1,49.02,,,1,49.02,,,,,,9,441.18,,,,,1,,49.02,2,98.04,,,,,1,49.02,1,49.02,1,49.02,,,1,49.02,1,49.02,,,1,49.02,,,,,,,,,,,1,49.02,,,,,,,,,,,,
,,,,65~69,1,60.31,1,60.31,,,1,60.31,,,1,,,,60.31,3,180.94,,,,,2,,120.63,2,120.63,1,60.31,,,2,120.63,2,120.63,1,60.31,,,1,60.31,1,60.31,1,60.31,,,,,,,2,120.63,,,1,60.31,1,60.31,,,,,,,,,,,,
,,,,70~74,,,,,,,,,,,,,,,,1,47.55,,,,,1,,47.55,1,47.55,1,47.55,,,7,332.86,,,1,47.55,,,,,4,190.20,1,47.55,2,95.10,1,47.55,1,47.55,1,47.55,1,47.55,,,6,285.31,,,,,,,,,,,,
,,,,75~79,3,182.59,,,,,,,1,60.86,1,,,,60.86,4,243.46,,,,,6,,365.19,5,304.32,1,60.86,,,1,60.86,,,2,121.73,1,60.86,,,3,182.59,,,1,60.86,,,,,3,182.59,,,1,60.86,1,60.86,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,2,332.23,,,,,1,,166.11,1,166.11,,,,,2,332.23,,,,,,,,,1,166.11,,,,,,,,,,,,,,,2,332.23,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,1,552.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1104.97,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2003年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,主唾液腺,,甲狀腺,,白血病,,皮膚,,,,,何杰金氏淋巴瘤,,肝及肝內膽管,,其它淋巴瘤,,直腸與肛門,,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,胃,,食道,,胰,,造血系統及網狀內皮系統,,喉,,結直腸癌,,腎,,腎盂及其他泌尿系統,,睪丸,,腦,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,
,,,,0~4,,,,,,,,,1,22.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5~9,,,,,,,,,1,15.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,1,16.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,14.52,1,14.52,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,1,15.03,,,,,,,,,,,,,,,,,,,,1,,15.03,,,,,,,,,,,,,,,1,15.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,1,15.51,,,,,,,,,,,,,,,,1,15.51,,,,,,,,1,15.51,1,15.51,,,,,,,,,1,15.51,,,,,1,15.51,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,1,14.23,,,,,,,,,,,,,,,,4,56.93,,,,,,,,1,14.23,,,1,14.23,,,,,,,,,,,,,,,,,,,,,1,14.23,1,14.23,,,,,,,,,,,,,,
,,,,40~44,4,57.90,,,,,,,1,14.48,,,,,,1,14.48,4,57.90,,,1,,14.48,,,1,14.48,,,2,28.95,,,,,,,,,,,,,,,,,,,2,28.95,,,,,,,,,,,,,,,,,,
,,,,45~49,4,66.86,1,16.71,,,,,,,,,,,,,,8,133.71,,,,,,3,50.14,,,1,16.71,1,16.71,,,,,,,,,,,,,,,1,16.71,1,16.71,2,33.43,,,,,,,,,,,,,,,,,,
,,,,50~54,7,143.65,,,,,,,,,3,,,,61.56,,,9,184.69,,,1,,20.52,2,41.04,,,1,20.52,1,20.52,,,,,1,20.52,1,20.52,,,,,,,,,,,2,41.04,,,,,,,,,,,,,,,,,,
,,,,55~59,4,151.40,,,1,37.85,2,75.70,,,,,,,,,,5,189.25,,,1,,37.85,1,37.85,,,,,,,,,,,,,,,2,75.70,,,,,,,,,1,37.85,,,,,1,37.85,,,,,,,,,,,,
,,,,60~64,2,93.07,1,46.53,,,,,,,,,,,,,,9,418.80,1,46.53,2,,93.07,4,186.13,,,,,1,46.53,,,,,1,46.53,2,93.07,,,1,46.53,,,,,1,46.53,,,,,1,46.53,2,93.07,,,,,,,,,,,,
,,,,65~69,2,120.70,1,60.35,,,,,,,1,,,,60.35,,,11,663.85,,,1,,60.35,,,1,60.35,2,120.70,1,60.35,,,,,,,1,60.35,,,1,60.35,,,1,60.35,1,60.35,1,60.35,,,,,1,60.35,,,,,,,,,,,,
,,,,70~74,3,153.14,,,,,,,3,153.14,,,,,,,,9,459.42,,,2,,102.09,6,306.28,,,,,,,,,1,51.05,,,2,102.09,,,,,,,,,2,102.09,,,,,,,4,204.19,,,,,,,,,,,,
,,,,75~79,2,112.23,,,,,,,1,56.12,1,,,,56.12,,,1,56.12,1,56.12,2,,112.23,8,448.93,2,112.23,4,224.47,,,2,112.23,1,56.12,1,56.12,4,224.47,,,,,,,,,1,56.12,,,,,,,3,168.35,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,1,141.84,,,1,,141.84,5,709.22,,,2,283.69,,,,,,,,,,,,,,,,,,,,,,,,,,,1,141.84,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,1,460.83,,,,1,460.83,,,,,,,,,,,,,,,,,1,460.83,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2004年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,甲狀腺,,白血病,,皮膚,,,,,何杰金氏淋巴瘤,,肝及肝內膽管,,其他神經系統,,其它淋巴瘤,,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,後腹膜腔及腹膜,,胃,,食道,,胰,,胸膜,,造血系統及網狀內皮系統,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,腎盂及其他泌尿系統,,腦,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,膽囊及肝外膽管,,攝護腺,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,
,,,,15~19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,16.32,,,,,,,,,,,,,,,,,,,1,16.32,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,,,,,,,,1,14.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,4,57.30,,,,,1,14.32,,,,,,,,,,1,14.32,,,1,,14.32,,,1,14.32,,,,,,,1,14.32,,,,,,,,,3,42.97,1,14.32,,,,,,,,,1,14.32,,,,,,,,,,,,
,,,,40~44,2,28.56,,,,,1,14.28,2,28.56,,,,,,,,4,57.11,,,,,,1,14.28,,,,,,,2,28.56,,,2,28.56,,,,,,,2,28.56,,,,,,,2,28.56,1,14.28,1,14.28,,,,,,,,,,,,
,,,,45~49,12,194.77,1,16.23,,,,,,,1,,,,16.23,,,1,16.23,,,1,,16.23,4,64.92,2,32.46,1,16.23,,,3,48.69,2,32.46,,,,,,,,,,,,,,,,,,,,,4,64.92,,,1,16.23,,,,,,,,
,,,,50~54,4,77.19,,,,,,,,,,,,,,,,4,77.19,,,,,,1,19.30,2,38.60,1,19.30,,,2,38.60,3,57.89,2,38.60,1,19.30,,,,,,,,,,,,,,,,,1,19.30,,,,,,,,,,,,
,,,,55~59,3,100.30,,,,,,,,,,,,,,,,3,100.30,,,,,,1,33.43,2,66.87,1,33.43,,,2,66.87,,,2,66.87,,,,,,,,,,,1,33.43,1,33.43,,,,,2,66.87,,,,,,,,,,,,
,,,,60~64,2,90.01,,,,,,,,,1,,,,45.00,,,8,360.04,,,1,,45.00,3,135.01,,,1,45.00,,,,,2,90.01,,,,,1,45.00,,,2,90.01,,,,,,,,,,,2,90.01,,,1,45.00,1,45.00,,,,,,
,,,,65~69,1,58.58,,,2,117.16,,,1,58.58,1,,,,58.58,1,58.58,3,175.75,,,,,,3,175.75,1,58.58,1,58.58,,,1,58.58,2,117.16,,,,,,,,,2,117.16,,,1,58.58,,,,,,,,,1,58.58,1,58.58,2,117.16,,,,,,
,,,,70~74,,,,,,,,,2,112.04,,,,,,,,6,336.13,1,56.02,,,,2,112.04,5,280.11,1,56.02,,,2,112.04,1,56.02,,,,,1,56.02,1,56.02,1,56.02,,,,,,,,,3,168.07,1,56.02,,,1,56.02,4,224.09,,,,,,
,,,,75~79,2,105.60,,,,,,,,,4,,,,211.19,,,5,263.99,,,,,,5,263.99,6,316.79,1,52.80,1,52.80,3,158.39,1,52.80,,,1,52.80,,,,,7,369.59,,,2,105.60,1,52.80,,,4,211.19,1,52.80,1,52.80,2,105.60,3,158.39,,,,,,
,,,,80~84,,,,,,,,,1,125.47,,,,,,,,,,,,,,,,,,,,,,,1,125.47,,,,,,,,,,,2,250.94,,,1,125.47,1,125.47,,,1,125.47,,,,,,,2,250.94,,,,,,
,,,,85+,,,,,1,361.01,,,,,,,,,,,,,,,,,,,,,,,2,722.02,,,1,361.01,,,,,,,,,,,,,,,,,,,,,,,1,361.01,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2005年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,甲狀腺,,白血病,,皮膚,,,,,肝及肝內膽管,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,,非何杰金氏淋巴瘤,,胃,,食道,,胰,,骨、關節及關節軟骨,,造血系統及網狀內皮系統,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,腎盂及其他泌尿系統,,睪丸,,腦,,膀胱,,鼻咽,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,
,,,,0~4,,,,,,,,,1,25.34,,,,,,,,1,25.34,,,,,,1,25.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,16.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,14.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
